year,parent_entity,parent_type,total_emissions_MtCO2e
1992,Repsol,Investor-owned Company,35.64121622
1993,Repsol,Investor-owned Company,38.44796189
1994,Repsol,Investor-owned Company,50.15885682
1995,Repsol,Investor-owned Company,58.92015045
1996,Repsol,Investor-owned Company,58.33605424
1997,Repsol,Investor-owned Company,69.34902221
1998,Repsol,Investor-owned Company,78.06789495
1999,Repsol,Investor-owned Company,147.2303332
2000,Repsol,Investor-owned Company,213.8485984
2001,Repsol,Investor-owned Company,212.4749518
2002,Repsol,Investor-owned Company,214.1106785
2003,Repsol,Investor-owned Company,227.1603545
2004,Repsol,Investor-owned Company,238.9995576
2005,Repsol,Investor-owned Company,239.668663
2006,Repsol,Investor-owned Company,240.3845645
2007,Repsol,Investor-owned Company,222.1372579
2008,Repsol,Investor-owned Company,206.6684658
2009,Repsol,Investor-owned Company,198.4248358
2010,Repsol,Investor-owned Company,269.4420279
2011,Repsol,Investor-owned Company,185.2594804
2012,Repsol,Investor-owned Company,114.8376362
2013,Repsol,Investor-owned Company,108.9544853
2014,Repsol,Investor-owned Company,111.6213662
2015,Repsol,Investor-owned Company,106.15178
2016,Repsol,Investor-owned Company,106.7241954
2017,Repsol,Investor-owned Company,107.3534329
2018,Repsol,Investor-owned Company,110.4615759
2019,Repsol,Investor-owned Company,109.6023283
2020,Repsol,Investor-owned Company,100.5453438
2021,Repsol,Investor-owned Company,88.40867356
2022,Repsol,Investor-owned Company,85.19241102
1959,Rio Tinto,Investor-owned Company,0.879704041
1960,Rio Tinto,Investor-owned Company,0.807924019
1961,Rio Tinto,Investor-owned Company,4.278819227
1962,Rio Tinto,Investor-owned Company,4.474997626
1963,Rio Tinto,Investor-owned Company,4.247497106
1964,Rio Tinto,Investor-owned Company,4.791425481
1965,Rio Tinto,Investor-owned Company,5.263301526
1966,Rio Tinto,Investor-owned Company,6.6333534
1967,Rio Tinto,Investor-owned Company,8.052943297
1968,Rio Tinto,Investor-owned Company,8.081153703
1969,Rio Tinto,Investor-owned Company,8.109364106
1970,Rio Tinto,Investor-owned Company,8.137574512
1971,Rio Tinto,Investor-owned Company,8.165784916
1972,Rio Tinto,Investor-owned Company,8.319888232
1973,Rio Tinto,Investor-owned Company,8.473991546
1974,Rio Tinto,Investor-owned Company,8.62809486
1975,Rio Tinto,Investor-owned Company,28.71811293
1976,Rio Tinto,Investor-owned Company,31.18478235
1977,Rio Tinto,Investor-owned Company,31.05055487
1978,Rio Tinto,Investor-owned Company,30.15317603
1979,Rio Tinto,Investor-owned Company,39.40165067
1980,Rio Tinto,Investor-owned Company,40.50856024
1981,Rio Tinto,Investor-owned Company,48.25081231
1982,Rio Tinto,Investor-owned Company,39.4431986
1983,Rio Tinto,Investor-owned Company,39.04985261
1984,Rio Tinto,Investor-owned Company,41.99474233
1985,Rio Tinto,Investor-owned Company,52.38921723
1986,Rio Tinto,Investor-owned Company,81.04478866
1987,Rio Tinto,Investor-owned Company,88.8089228
1988,Rio Tinto,Investor-owned Company,91.64942896
1989,Rio Tinto,Investor-owned Company,100.9223997
1990,Rio Tinto,Investor-owned Company,123.4554076
1991,Rio Tinto,Investor-owned Company,128.8836856
1992,Rio Tinto,Investor-owned Company,91.88685187
1993,Rio Tinto,Investor-owned Company,103.9107143
1994,Rio Tinto,Investor-owned Company,153.3178582
1995,Rio Tinto,Investor-owned Company,156.7108152
1996,Rio Tinto,Investor-owned Company,160.3059816
1997,Rio Tinto,Investor-owned Company,189.4155446
1998,Rio Tinto,Investor-owned Company,250.3372942
1999,Rio Tinto,Investor-owned Company,301.5378564
2000,Rio Tinto,Investor-owned Company,287.1559897
2001,Rio Tinto,Investor-owned Company,330.499747
2002,Rio Tinto,Investor-owned Company,332.0973393
2003,Rio Tinto,Investor-owned Company,329.1179581
2004,Rio Tinto,Investor-owned Company,347.1818077
2005,Rio Tinto,Investor-owned Company,356.7823953
2006,Rio Tinto,Investor-owned Company,355.0108672
2007,Rio Tinto,Investor-owned Company,337.0770394
2008,Rio Tinto,Investor-owned Company,346.7283945
2009,Rio Tinto,Investor-owned Company,382.837389
2010,Rio Tinto,Investor-owned Company,200.5075255
2011,Rio Tinto,Investor-owned Company,88.17953659
2012,Rio Tinto,Investor-owned Company,89.65331408
2013,Rio Tinto,Investor-owned Company,98.17331208
2014,Rio Tinto,Investor-owned Company,91.09698357
2015,Rio Tinto,Investor-owned Company,84.72001925
2016,Rio Tinto,Investor-owned Company,83.15004762
2017,Rio Tinto,Investor-owned Company,66.6634835
2018,Rio Tinto,Investor-owned Company,18.68949822
1990,Rosneft,State-owned Entity,311.7007553
1991,Rosneft,State-owned Entity,275.8789356
1992,Rosneft,State-owned Entity,233.6503502
1993,Rosneft,State-owned Entity,211.4562516
1994,Rosneft,State-owned Entity,189.9553784
1995,Rosneft,State-owned Entity,183.7664574
1996,Rosneft,State-owned Entity,179.7550874
1997,Rosneft,State-owned Entity,181.1991111
1998,Rosneft,State-owned Entity,178.0755573
1999,Rosneft,State-owned Entity,178.3007567
2000,Rosneft,State-owned Entity,199.9296162
2001,Rosneft,State-owned Entity,233.1470798
2002,Rosneft,State-owned Entity,272.4926713
2003,Rosneft,State-owned Entity,329.9535024
2004,Rosneft,State-owned Entity,336.3164321
2005,Rosneft,State-owned Entity,471.6697817
2006,Rosneft,State-owned Entity,267.334453
2007,Rosneft,State-owned Entity,335.521882
2008,Rosneft,State-owned Entity,341.4309154
2009,Rosneft,State-owned Entity,350.2263033
2010,Rosneft,State-owned Entity,369.6887821
2011,Rosneft,State-owned Entity,379.9135618
2012,Rosneft,State-owned Entity,398.8263598
2013,Rosneft,State-owned Entity,651.3701582
2014,Rosneft,State-owned Entity,744.8827648
2015,Rosneft,State-owned Entity,753.6741558
2016,Rosneft,State-owned Entity,786.5609175
2017,Rosneft,State-owned Entity,835.240139
2018,Rosneft,State-owned Entity,846.0182215
2019,Rosneft,State-owned Entity,845.3489556
2020,Rosneft,State-owned Entity,759.4155572
2021,Rosneft,State-owned Entity,728.0606263
2022,Rosneft,State-owned Entity,933.8380848
1992,Russian Federation,Nation State,771.2248972
1993,Russian Federation,Nation State,700.0772855
1994,Russian Federation,Nation State,623.2292012
1995,Russian Federation,Nation State,599.882066
1996,Russian Federation,Nation State,587.0397939
1997,Russian Federation,Nation State,560.9479003
1998,Russian Federation,Nation State,533.8569507
1999,Russian Federation,Nation State,573.9289916
2000,Russian Federation,Nation State,584.2516253
2001,Russian Federation,Nation State,603.5247102
2002,Russian Federation,Nation State,578.159944
2003,Russian Federation,Nation State,622.3327493
2004,Russian Federation,Nation State,625.6634568
2005,Russian Federation,Nation State,683.6311365
2006,Russian Federation,Nation State,684.7508711
2007,Russian Federation,Nation State,694.8501291
2008,Russian Federation,Nation State,735.8481589
2009,Russian Federation,Nation State,661.9000323
2010,Russian Federation,Nation State,715.7138178
2011,Russian Federation,Nation State,709.727095
2012,Russian Federation,Nation State,787.4228709
2013,Russian Federation,Nation State,839.4179872
2014,Russian Federation,Nation State,863.2539879
2015,Russian Federation,Nation State,898.1903202
2016,Russian Federation,Nation State,927.5549349
2017,Russian Federation,Nation State,1000.732193
2018,Russian Federation,Nation State,1058.01441
2019,Russian Federation,Nation State,1069.135107
2020,Russian Federation,Nation State,980.3120386
2021,Russian Federation,Nation State,1065.773782
2022,Russian Federation,Nation State,1072.11134
1965,RWE,Investor-owned Company,106.7350463
1966,RWE,Investor-owned Company,112.3597288
1967,RWE,Investor-owned Company,111.1544397
1968,RWE,Investor-owned Company,120.5289105
1969,RWE,Investor-owned Company,124.4126199
1970,RWE,Investor-owned Company,125.885751
1971,RWE,Investor-owned Company,121.8681206
1972,RWE,Investor-owned Company,125.885751
1973,RWE,Investor-owned Company,139.2778522
1974,RWE,Investor-owned Company,147.3131129
1975,RWE,Investor-owned Company,144.6346926
1976,RWE,Investor-owned Company,147.3131129
1977,RWE,Investor-owned Company,147.3131129
1978,RWE,Investor-owned Company,144.6346926
1979,RWE,Investor-owned Company,156.6875837
1980,RWE,Investor-owned Company,156.6875837
1981,RWE,Investor-owned Company,159.3660039
1982,RWE,Investor-owned Company,155.3483736
1983,RWE,Investor-owned Company,155.3483736
1984,RWE,Investor-owned Company,160.705214
1985,RWE,Investor-owned Company,154.0091634
1986,RWE,Investor-owned Company,149.9915331
1987,RWE,Investor-owned Company,141.9562724
1988,RWE,Investor-owned Company,137.938642
1989,RWE,Investor-owned Company,139.2778522
1990,RWE,Investor-owned Company,137.938642
1991,RWE,Investor-owned Company,141.9562724
1992,RWE,Investor-owned Company,145.9739027
1993,RWE,Investor-owned Company,135.2602218
1994,RWE,Investor-owned Company,133.9210117
1995,RWE,Investor-owned Company,133.9210117
1996,RWE,Investor-owned Company,136.5994319
1997,RWE,Investor-owned Company,131.2425915
1998,RWE,Investor-owned Company,125.885751
1999,RWE,Investor-owned Company,124.5465409
2000,RWE,Investor-owned Company,125.885751
2001,RWE,Investor-owned Company,128.5641712
2002,RWE,Investor-owned Company,131.2425915
2003,RWE,Investor-owned Company,131.2425915
2004,RWE,Investor-owned Company,133.9210117
2005,RWE,Investor-owned Company,132.5818016
2006,RWE,Investor-owned Company,131.2425915
2007,RWE,Investor-owned Company,134.0549327
2008,RWE,Investor-owned Company,127.7606452
2009,RWE,Investor-owned Company,123.6090938
2010,RWE,Investor-owned Company,121.1985156
2011,RWE,Investor-owned Company,127.2249611
2012,RWE,Investor-owned Company,134.9923798
2013,RWE,Investor-owned Company,128.5641712
2014,RWE,Investor-owned Company,125.3500669
2015,RWE,Investor-owned Company,127.4928031
2016,RWE,Investor-owned Company,121.1985156
2017,RWE,Investor-owned Company,122.2698837
2018,RWE,Investor-owned Company,115.5738331
2019,RWE,Investor-owned Company,86.78081557
2020,RWE,Investor-owned Company,68.83540001
2021,RWE,Investor-owned Company,83.83455332
2022,RWE,Investor-owned Company,87.45042063
1991,Santos,Investor-owned Company,4.1483945
1992,Santos,Investor-owned Company,3.81008996
1993,Santos,Investor-owned Company,16.20382338
1994,Santos,Investor-owned Company,28.59755681
1995,Santos,Investor-owned Company,28.77978278
1996,Santos,Investor-owned Company,15.78021437
1997,Santos,Investor-owned Company,16.53377457
1998,Santos,Investor-owned Company,20.79110551
1999,Santos,Investor-owned Company,23.25239635
2000,Santos,Investor-owned Company,24.07648998
2001,Santos,Investor-owned Company,22.91727906
2002,Santos,Investor-owned Company,22.8271869
2003,Santos,Investor-owned Company,23.52863304
2004,Santos,Investor-owned Company,23.61140042
2005,Santos,Investor-owned Company,26.74391566
2006,Santos,Investor-owned Company,28.71122639
2007,Santos,Investor-owned Company,27.682291
2008,Santos,Investor-owned Company,25.74151027
2009,Santos,Investor-owned Company,24.3998966
2010,Santos,Investor-owned Company,22.44916101
2011,Santos,Investor-owned Company,21.32238236
2012,Santos,Investor-owned Company,23.13058605
2013,Santos,Investor-owned Company,22.84174448
2014,Santos,Investor-owned Company,28.72264033
2015,Santos,Investor-owned Company,33.87641937
2016,Santos,Investor-owned Company,35.77386204
2017,Santos,Investor-owned Company,34.94539804
2018,Santos,Investor-owned Company,32.7420134
2019,Santos,Investor-owned Company,40.30568394
2020,Santos,Investor-owned Company,45.9451132
2021,Santos,Investor-owned Company,45.59995702
2022,Santos,Investor-owned Company,40.7118558
1953,Sasol,Investor-owned Company,0.07483967
1954,Sasol,Investor-owned Company,0.712857759
1955,Sasol,Investor-owned Company,3.027839215
1956,Sasol,Investor-owned Company,3.769920108
1957,Sasol,Investor-owned Company,4.805839121
1958,Sasol,Investor-owned Company,5.182140927
1959,Sasol,Investor-owned Company,5.454730051
1960,Sasol,Investor-owned Company,5.646497544
1961,Sasol,Investor-owned Company,6.264040169
1962,Sasol,Investor-owned Company,6.49822694
1963,Sasol,Investor-owned Company,6.231744628
1964,Sasol,Investor-owned Company,6.32457904
1965,Sasol,Investor-owned Company,7.789633288
1966,Sasol,Investor-owned Company,9.126392899
1967,Sasol,Investor-owned Company,9.745105317
1968,Sasol,Investor-owned Company,10.58492236
1969,Sasol,Investor-owned Company,10.51326637
1970,Sasol,Investor-owned Company,11.1079668
1971,Sasol,Investor-owned Company,11.36148096
1972,Sasol,Investor-owned Company,12.26725158
1973,Sasol,Investor-owned Company,12.31413833
1974,Sasol,Investor-owned Company,12.61770392
1975,Sasol,Investor-owned Company,12.53479783
1976,Sasol,Investor-owned Company,12.95842065
1977,Sasol,Investor-owned Company,15.88905026
1978,Sasol,Investor-owned Company,19.01508703
1979,Sasol,Investor-owned Company,22.3743199
1980,Sasol,Investor-owned Company,35.74958345
1981,Sasol,Investor-owned Company,45.80201616
1982,Sasol,Investor-owned Company,75.5500574
1983,Sasol,Investor-owned Company,89.76471187
1984,Sasol,Investor-owned Company,94.8402767
1985,Sasol,Investor-owned Company,96.02475954
1986,Sasol,Investor-owned Company,95.90146435
1987,Sasol,Investor-owned Company,93.90801337
1988,Sasol,Investor-owned Company,95.30219874
1989,Sasol,Investor-owned Company,99.41007529
1990,Sasol,Investor-owned Company,99.87699677
1991,Sasol,Investor-owned Company,101.1070853
1992,Sasol,Investor-owned Company,106.1859777
1993,Sasol,Investor-owned Company,109.5272619
1994,Sasol,Investor-owned Company,110.4932186
1995,Sasol,Investor-owned Company,117.5073328
1996,Sasol,Investor-owned Company,120.3834299
1997,Sasol,Investor-owned Company,130.8542064
1998,Sasol,Investor-owned Company,131.6998562
1999,Sasol,Investor-owned Company,138.1191885
2000,Sasol,Investor-owned Company,139.2777893
2001,Sasol,Investor-owned Company,139.8288871
2002,Sasol,Investor-owned Company,138.7472511
2003,Sasol,Investor-owned Company,140.8093807
2004,Sasol,Investor-owned Company,128.9482539
2005,Sasol,Investor-owned Company,125.393223
2006,Sasol,Investor-owned Company,122.4031211
2007,Sasol,Investor-owned Company,121.3785255
2008,Sasol,Investor-owned Company,111.7702742
2009,Sasol,Investor-owned Company,111.7656565
2010,Sasol,Investor-owned Company,121.3344085
2011,Sasol,Investor-owned Company,111.7431002
2012,Sasol,Investor-owned Company,115.6167779
2013,Sasol,Investor-owned Company,116.2899311
2014,Sasol,Investor-owned Company,116.9646647
2015,Sasol,Investor-owned Company,121.371169
2016,Sasol,Investor-owned Company,124.6555725
2017,Sasol,Investor-owned Company,112.1323684
2018,Sasol,Investor-owned Company,113.7565905
2019,Sasol,Investor-owned Company,110.0824289
2020,Sasol,Investor-owned Company,108.073196
2021,Sasol,Investor-owned Company,107.9184068
2022,Sasol,Investor-owned Company,99.28590461
1938,Saudi Aramco,State-owned Entity,0.019739506
1939,Saudi Aramco,State-owned Entity,0.156879225
1940,Saudi Aramco,State-owned Entity,0.202379783
1941,Saudi Aramco,State-owned Entity,0.171873274
1942,Saudi Aramco,State-owned Entity,0.180665927
1943,Saudi Aramco,State-owned Entity,0.194132258
1944,Saudi Aramco,State-owned Entity,0.310823444
1945,Saudi Aramco,State-owned Entity,0.849835417
1946,Saudi Aramco,State-owned Entity,2.390424894
1947,Saudi Aramco,State-owned Entity,3.583085042
1948,Saudi Aramco,State-owned Entity,5.696661491
1949,Saudi Aramco,State-owned Entity,6.942164896
1950,Saudi Aramco,State-owned Entity,7.957478863
1951,Saudi Aramco,State-owned Entity,11.0845341
1952,Saudi Aramco,State-owned Entity,12.03754489
1953,Saudi Aramco,State-owned Entity,12.29409326
1954,Saudi Aramco,State-owned Entity,13.87128377
1955,Saudi Aramco,State-owned Entity,14.04686973
1956,Saudi Aramco,State-owned Entity,14.39317376
1957,Saudi Aramco,State-owned Entity,14.44098096
1958,Saudi Aramco,State-owned Entity,14.77455791
1959,Saudi Aramco,State-owned Entity,15.94439444
1960,Saudi Aramco,State-owned Entity,18.20280586
1961,Saudi Aramco,State-owned Entity,20.55386894
1962,Saudi Aramco,State-owned Entity,23.06279638
1963,Saudi Aramco,State-owned Entity,25.94121089
1964,Saudi Aramco,State-owned Entity,27.99290527
1965,Saudi Aramco,State-owned Entity,32.55902398
1966,Saudi Aramco,State-owned Entity,39.02239356
1967,Saudi Aramco,State-owned Entity,42.46906072
1968,Saudi Aramco,State-owned Entity,46.80252891
1969,Saudi Aramco,State-owned Entity,49.60804317
1970,Saudi Aramco,State-owned Entity,57.99008436
1971,Saudi Aramco,State-owned Entity,72.12999815
1972,Saudi Aramco,State-owned Entity,91.16773092
1973,Saudi Aramco,State-owned Entity,287.6844936
1974,Saudi Aramco,State-owned Entity,738.5704881
1975,Saudi Aramco,State-owned Entity,617.3105313
1976,Saudi Aramco,State-owned Entity,1254.800079
1977,Saudi Aramco,State-owned Entity,1355.97799
1978,Saudi Aramco,State-owned Entity,1235.306921
1979,Saudi Aramco,State-owned Entity,1420.701203
1980,Saudi Aramco,State-owned Entity,1492.267848
1981,Saudi Aramco,State-owned Entity,1507.129
1982,Saudi Aramco,State-owned Entity,1014.81049
1983,Saudi Aramco,State-owned Entity,715.2123937
1984,Saudi Aramco,State-owned Entity,669.3117911
1985,Saudi Aramco,State-owned Entity,540.8743298
1986,Saudi Aramco,State-owned Entity,791.7655834
1987,Saudi Aramco,State-owned Entity,685.1148422
1988,Saudi Aramco,State-owned Entity,845.4013183
1989,Saudi Aramco,State-owned Entity,847.8836918
1990,Saudi Aramco,State-owned Entity,1071.166668
1991,Saudi Aramco,State-owned Entity,1342.179344
1992,Saudi Aramco,State-owned Entity,1374.858117
1993,Saudi Aramco,State-owned Entity,1334.598918
1994,Saudi Aramco,State-owned Entity,1349.043165
1995,Saudi Aramco,State-owned Entity,1350.961174
1996,Saudi Aramco,State-owned Entity,1368.134063
1997,Saudi Aramco,State-owned Entity,1353.898677
1998,Saudi Aramco,State-owned Entity,1393.991922
1999,Saudi Aramco,State-owned Entity,1283.952103
2000,Saudi Aramco,State-owned Entity,1376.690015
2001,Saudi Aramco,State-owned Entity,1360.07112
2002,Saudi Aramco,State-owned Entity,1279.492408
2003,Saudi Aramco,State-owned Entity,1507.416494
2004,Saudi Aramco,State-owned Entity,1552.368864
2005,Saudi Aramco,State-owned Entity,1689.010444
2006,Saudi Aramco,State-owned Entity,1673.833584
2007,Saudi Aramco,State-owned Entity,1599.013987
2008,Saudi Aramco,State-owned Entity,1675.015191
2009,Saudi Aramco,State-owned Entity,1542.80182
2010,Saudi Aramco,State-owned Entity,1578.495622
2011,Saudi Aramco,State-owned Entity,1726.16916
2012,Saudi Aramco,State-owned Entity,1819.922054
2013,Saudi Aramco,State-owned Entity,1685.53815
2014,Saudi Aramco,State-owned Entity,1713.471459
2015,Saudi Aramco,State-owned Entity,1854.596137
2016,Saudi Aramco,State-owned Entity,2009.796444
2017,Saudi Aramco,State-owned Entity,1893.671397
2018,Saudi Aramco,State-owned Entity,1930.595544
2019,Saudi Aramco,State-owned Entity,1897.66109
2020,Saudi Aramco,State-owned Entity,1784.333975
2021,Saudi Aramco,State-owned Entity,1777.461389
2022,Saudi Aramco,State-owned Entity,1962.157585
2018,Seriti Resources,Investor-owned Company,40.87263649
2019,Seriti Resources,Investor-owned Company,54.49684865
2020,Seriti Resources,Investor-owned Company,54.49684865
2021,Seriti Resources,Investor-owned Company,88.67585047
2022,Seriti Resources,Investor-owned Company,122.8548523
1892,Shell,Investor-owned Company,0.037623678
1893,Shell,Investor-owned Company,0.098034664
1894,Shell,Investor-owned Company,0.281775867
1895,Shell,Investor-owned Company,0.377578921
1896,Shell,Investor-owned Company,0.516773513
1897,Shell,Investor-owned Company,1.336401859
1898,Shell,Investor-owned Company,1.078545427
1899,Shell,Investor-owned Company,0.338613099
1900,Shell,Investor-owned Company,0.272747333
1901,Shell,Investor-owned Company,0.528753124
1902,Shell,Investor-owned Company,0.550241678
1903,Shell,Investor-owned Company,0.625174581
1904,Shell,Investor-owned Company,0.625155116
1905,Shell,Investor-owned Company,0.552454935
1906,Shell,Investor-owned Company,1.955515087
1907,Shell,Investor-owned Company,2.680429499
1908,Shell,Investor-owned Company,2.075359809
1909,Shell,Investor-owned Company,2.455355267
1910,Shell,Investor-owned Company,3.127654923
1911,Shell,Investor-owned Company,3.098424503
1912,Shell,Investor-owned Company,6.830526509
1913,Shell,Investor-owned Company,11.04922439
1914,Shell,Investor-owned Company,3.6830329
1915,Shell,Investor-owned Company,2.266026914
1916,Shell,Investor-owned Company,13.83826536
1917,Shell,Investor-owned Company,14.09403153
1918,Shell,Investor-owned Company,6.748694146
1919,Shell,Investor-owned Company,11.98221098
1920,Shell,Investor-owned Company,17.50250907
1921,Shell,Investor-owned Company,21.71253408
1922,Shell,Investor-owned Company,26.19780107
1923,Shell,Investor-owned Company,42.75219126
1924,Shell,Investor-owned Company,39.1311209
1925,Shell,Investor-owned Company,37.52418511
1926,Shell,Investor-owned Company,41.3587897
1927,Shell,Investor-owned Company,49.48411885
1928,Shell,Investor-owned Company,64.22832465
1929,Shell,Investor-owned Company,70.73921113
1930,Shell,Investor-owned Company,71.62903497
1931,Shell,Investor-owned Company,63.7892562
1932,Shell,Investor-owned Company,65.41816854
1933,Shell,Investor-owned Company,68.56878956
1934,Shell,Investor-owned Company,75.11333784
1935,Shell,Investor-owned Company,82.90106415
1936,Shell,Investor-owned Company,87.83851939
1937,Shell,Investor-owned Company,99.39251573
1938,Shell,Investor-owned Company,93.87285823
1939,Shell,Investor-owned Company,71.73111967
1940,Shell,Investor-owned Company,75.51604291
1941,Shell,Investor-owned Company,79.50553379
1942,Shell,Investor-owned Company,83.71100411
1943,Shell,Investor-owned Company,88.14452761
1944,Shell,Investor-owned Company,92.81888024
1945,Shell,Investor-owned Company,97.50777575
1946,Shell,Investor-owned Company,107.4577114
1947,Shell,Investor-owned Company,129.9116683
1948,Shell,Investor-owned Company,154.0456779
1949,Shell,Investor-owned Company,144.3699292
1950,Shell,Investor-owned Company,162.7010815
1951,Shell,Investor-owned Company,188.8998297
1952,Shell,Investor-owned Company,204.7889631
1953,Shell,Investor-owned Company,212.3301006
1954,Shell,Investor-owned Company,203.5917688
1955,Shell,Investor-owned Company,221.0593749
1956,Shell,Investor-owned Company,243.9865012
1957,Shell,Investor-owned Company,265.7480617
1958,Shell,Investor-owned Company,251.920665
1959,Shell,Investor-owned Company,283.0003994
1960,Shell,Investor-owned Company,289.1216042
1961,Shell,Investor-owned Company,295.3118431
1962,Shell,Investor-owned Company,325.5241519
1963,Shell,Investor-owned Company,341.5335697
1964,Shell,Investor-owned Company,379.1886922
1965,Shell,Investor-owned Company,409.4155787
1966,Shell,Investor-owned Company,454.8512036
1967,Shell,Investor-owned Company,477.7702728
1968,Shell,Investor-owned Company,520.5484785
1969,Shell,Investor-owned Company,597.5822091
1970,Shell,Investor-owned Company,671.883826
1971,Shell,Investor-owned Company,936.9349688
1972,Shell,Investor-owned Company,983.0766883
1973,Shell,Investor-owned Company,1037.805276
1974,Shell,Investor-owned Company,949.7615892
1975,Shell,Investor-owned Company,698.983039
1976,Shell,Investor-owned Company,679.3771863
1977,Shell,Investor-owned Company,664.7976636
1978,Shell,Investor-owned Company,625.7215092
1979,Shell,Investor-owned Company,626.3237545
1980,Shell,Investor-owned Company,410.1114801
1981,Shell,Investor-owned Company,398.2838091
1982,Shell,Investor-owned Company,408.801767
1983,Shell,Investor-owned Company,437.2881561
1984,Shell,Investor-owned Company,467.2858671
1985,Shell,Investor-owned Company,483.8425048
1986,Shell,Investor-owned Company,520.8985178
1987,Shell,Investor-owned Company,519.8397434
1988,Shell,Investor-owned Company,513.1856007
1989,Shell,Investor-owned Company,533.3209258
1990,Shell,Investor-owned Company,565.6599533
1991,Shell,Investor-owned Company,604.8231809
1992,Shell,Investor-owned Company,585.5492382
1993,Shell,Investor-owned Company,592.7814174
1994,Shell,Investor-owned Company,607.0400902
1995,Shell,Investor-owned Company,609.0113205
1996,Shell,Investor-owned Company,670.7229377
1997,Shell,Investor-owned Company,667.6744134
1998,Shell,Investor-owned Company,650.1512218
1999,Shell,Investor-owned Company,650.606249
2000,Shell,Investor-owned Company,626.9278267
2001,Shell,Investor-owned Company,638.0692216
2002,Shell,Investor-owned Company,646.1003628
2003,Shell,Investor-owned Company,645.4602033
2004,Shell,Investor-owned Company,633.4205352
2005,Shell,Investor-owned Company,602.6983145
2006,Shell,Investor-owned Company,607.8072979
2007,Shell,Investor-owned Company,584.9294562
2008,Shell,Investor-owned Company,582.3510178
2009,Shell,Investor-owned Company,582.0275784
2010,Shell,Investor-owned Company,607.4369614
2011,Shell,Investor-owned Company,581.5189213
2012,Shell,Investor-owned Company,591.7653279
2013,Shell,Investor-owned Company,578.418026
2014,Shell,Investor-owned Company,555.9020085
2015,Shell,Investor-owned Company,550.776782
2016,Shell,Investor-owned Company,551.3983839
2017,Shell,Investor-owned Company,549.5466214
2018,Shell,Investor-owned Company,549.8896414
2019,Shell,Investor-owned Company,549.086211
2020,Shell,Investor-owned Company,508.1663235
2021,Shell,Investor-owned Company,484.2591974
2022,Shell,Investor-owned Company,428.7062368
1947,Singareni Collieries,State-owned Entity,4.810687024
1948,Singareni Collieries,State-owned Entity,4.770691289
1949,Singareni Collieries,State-owned Entity,5.031463482
1950,Singareni Collieries,State-owned Entity,5.169048811
1951,Singareni Collieries,State-owned Entity,5.508212645
1952,Singareni Collieries,State-owned Entity,5.794582108
1953,Singareni Collieries,State-owned Entity,5.73538842
1954,Singareni Collieries,State-owned Entity,5.882572725
1955,Singareni Collieries,State-owned Entity,6.143344919
1956,Singareni Collieries,State-owned Entity,6.549701588
1957,Singareni Collieries,State-owned Entity,7.168835569
1958,Singareni Collieries,State-owned Entity,7.468003667
1959,Singareni Collieries,State-owned Entity,7.773571084
1960,Singareni Collieries,State-owned Entity,8.421636679
1961,Singareni Collieries,State-owned Entity,8.979828087
1962,Singareni Collieries,State-owned Entity,9.852092873
1963,Singareni Collieries,State-owned Entity,10.71173086
1964,Singareni Collieries,State-owned Entity,10.24033053
1965,Singareni Collieries,State-owned Entity,11.11274045
1966,Singareni Collieries,State-owned Entity,11.28559691
1967,Singareni Collieries,State-owned Entity,11.38066071
1968,Singareni Collieries,State-owned Entity,11.74378991
1969,Singareni Collieries,State-owned Entity,12.73448533
1970,Singareni Collieries,State-owned Entity,12.3569877
1971,Singareni Collieries,State-owned Entity,11.64654908
1972,Singareni Collieries,State-owned Entity,12.41646104
1973,Singareni Collieries,State-owned Entity,13.18637299
1974,Singareni Collieries,State-owned Entity,13.95628495
1975,Singareni Collieries,State-owned Entity,14.7261969
1976,Singareni Collieries,State-owned Entity,15.49610886
1977,Singareni Collieries,State-owned Entity,16.26602081
1978,Singareni Collieries,State-owned Entity,17.03593276
1979,Singareni Collieries,State-owned Entity,17.80584473
1980,Singareni Collieries,State-owned Entity,18.57575667
1981,Singareni Collieries,State-owned Entity,20.26629582
1982,Singareni Collieries,State-owned Entity,21.5122847
1983,Singareni Collieries,State-owned Entity,22.67032143
1984,Singareni Collieries,State-owned Entity,24.36216678
1985,Singareni Collieries,State-owned Entity,25.35895789
1986,Singareni Collieries,State-owned Entity,27.66472672
1987,Singareni Collieries,State-owned Entity,29.9874764
1988,Singareni Collieries,State-owned Entity,32.68656263
1989,Singareni Collieries,State-owned Entity,33.55069982
1990,Singareni Collieries,State-owned Entity,34.69248137
1991,Singareni Collieries,State-owned Entity,38.73537785
1992,Singareni Collieries,State-owned Entity,40.01053897
1993,Singareni Collieries,State-owned Entity,42.10774798
1994,Singareni Collieries,State-owned Entity,43.8132361
1995,Singareni Collieries,State-owned Entity,46.02466679
1996,Singareni Collieries,State-owned Entity,49.24362863
1997,Singareni Collieries,State-owned Entity,51.0807547
1998,Singareni Collieries,State-owned Entity,51.38162074
1999,Singareni Collieries,State-owned Entity,52.24445171
2000,Singareni Collieries,State-owned Entity,60.57404074
2001,Singareni Collieries,State-owned Entity,61.64790239
2002,Singareni Collieries,State-owned Entity,66.50058855
2003,Singareni Collieries,State-owned Entity,67.73712013
2004,Singareni Collieries,State-owned Entity,70.63436566
